old_name,new_name
BEGRFM42,r4_2_reference_period_begin_date_month
BEGRFY42,r4_2_reference_period_begin_date_year
ENDRFM42,r4_2_reference_period_end_date_month
ENDRFY42,r4_2_reference_period_end_date_year
BEGRFM53,r5_3_reference_period_begin_date_month
BEGRFY53,r5_3_reference_period_begin_date_year
ENDRFM53,r5_3_reference_period_end_date_month
ENDRFY53,r5_3_reference_period_end_date_year
ENDRFM22,v_2022_reference_period_end_date_month
ENDRFY22,v_2022_reference_period_end_date_year
KEYNESS,person_key_status
INSCOP31,inscope_r3_1
INSCOP42,inscope_r4_2
INSCOP53,inscope_r5_3
INSCOP22,inscope_r5_3_start_through_12_31_22
INSC1231,inscope_status_on_12_31_22
INSCOPE,was_person_ever_inscope_in_2022
ELGRND31,eligibility_r3_1
ELGRND42,eligibility_r4_2
ELGRND53,eligibility_r5_3
ELGRND22,eligibility_status_as_of_12_31_22
PSTATS31,person_disposition_status_r3_1
PSTATS42,person_disposition_status_r4_2
PSTATS53,person_disposition_status_r5_3
RURSLT31,ru_result_r3_1
RURSLT42,ru_result_r4_2
RURSLT53,ru_result_r5_3
AGE31X,age_r3_1_edited_imputed
AGE42X,age_r4_2_edited_imputed
AGE53X,age_r5_3_edited_imputed
AGE22X,age_as_of_12_31_22_edited_imputed
AGELAST,person_s_age_last_time_eligible
DOBMM,date_of_birth_month
DOBYY,date_of_birth_year
SEX,sex
RACEV1X,race_edited_imputed_racev1x
RACEV2X,race_edited_imputed_racev2x
RACEAX,asian_among_races_rptd_edited_imputed
RACEBX,black_among_races_rptd_edited_imputed
RACEWX,white_among_races_rptd_edited_imputed
RACETHX,race_ethnicity_edited_imputed
HISPANX,hispanic_ethnicity_edited_imputed_hispanx
HISPNCAT,hispanic_ethnicity_edited_imputed_hispncat
MARRY31X,marital_status_r3_1_edited_imputed
MARRY42X,marital_status_r4_2_edited_imputed
MARRY53X,marital_status_r5_3_edited_imputed
MARRY22X,marital_status_12_31_22_edited_imputed
SPOUID31,spouse_id_r3_1
SPOUID42,spouse_id_r4_2
SPOUID53,spouse_id_r5_3
SPOUID22,spouse_id_12_31_22
SPOUIN31,marital_status_w_spouse_present_r3_1
SPOUIN42,marital_status_w_spouse_present_r4_2
SPOUIN53,marital_status_w_spouse_present_r5_3
SPOUIN22,marital_status_w_spouse_present_12_31_22
EDUCYR,years_of_educ_when_first_entered_meps
HIDEG,highest_degree_when_first_entered_meps
FTSTU31X,student_status_if_ages_17_23_r3_1
FTSTU42X,student_status_if_ages_17_23_r4_2
FTSTU53X,student_status_if_ages_17_23_r5_3
FTSTU22X,student_status_if_ages_17_23_12_31_22
ACTDTY31,military_full_time_active_duty_r3_1
ACTDTY42,military_full_time_active_duty_r4_2
ACTDTY53,military_full_time_active_duty_r5_3
REFRL31X,relation_to_ref_pers_r3_1_edit_imp
REFRL42X,relation_to_ref_pers_r4_2_edit_imp
REFRL53X,relation_to_ref_pers_r5_3_edit_imp
REFRL22X,relation_to_ref_pers_12_31_22_edit_imp
OTHLGSPK,speak_other_language_at_home
WHTLGSPK,what_language_spoken_other_than_english
HWELLSPK,how_well_person_speaks_english
BORNUSA,person_born_in_the_us
YRSINUS,years_person_lived_in_the_us
MOPID31X,pid_of_person_s_mom_rd_3_1
MOPID42X,pid_of_person_s_mom_rd_4_2
MOPID53X,pid_of_person_s_mom_rd_5_3
DAPID31X,pid_of_person_s_dad_rd_3_1
DAPID42X,pid_of_person_s_dad_rd_4_2
DAPID53X,pid_of_person_s_dad_rd_5_3
HIBPDX,high_blood_pressure_diag_17
HIBPAGED,age_of_diagnosis_high_blood_pressure
BPMLDX,mult_diag_high_blood_press_17
CHDDX,coronary_hrt_disease_diag_17
CHDAGED,age_of_diagnosis_coronary_heart_disease
ANGIDX,angina_diagnosis_17
ANGIAGED,age_of_diagnosis_angina
MIDX,heart_attack_mi_diag_17
MIAGED,age_of_diagnosis_heart_attack_mi
OHRTDX,other_heart_disease_diag_17
OHRTAGED,age_of_diagnosis_other_heart_disease
OHRTTYPE,type_of_other_heart_disease_17
STRKDX,stroke_diagnosis_17
STRKAGED,age_of_diagnosis_stroke
EMPHDX,emphysema_diagnosis_17
EMPHAGED,age_of_diagnosis_emphysema
CHBRON31,chronc_bronchits_last_12_mths_17_r3_1
CHOLDX,high_cholesterol_diagnosis_17
CHOLAGED,age_of_diagnosis_high_cholesterol
CANCERDX,cancer_diagnosis_17
CABLADDR,cancer_diagnosed_bladder_17
CABREAST,cancer_diagnosed_breast_17
CACERVIX,cancer_diagnosed_cervical_17
CACOLON,cancer_diagnosed_colon_17
CALUNG,cancer_diagnosed_lung_17
CALYMPH,cancer_diagnosed_lymphoma_non_hodgkin_s_17
CAMELANO,cancer_diagnosed_skin_melanoma_17
CAOTHER,cancer_diagnosed_other_17
CAPROSTA,cancer_diagnosed_prostate_17
CASKINNM,cancer_diagnosed_skin_nonmelano_17
CASKINDK,cancer_diagnosed_skin_unknown_type_17
CAUTERUS,cancer_diagnosed_uterine_17
DIABDX_M18,diabetes_diagnosis
DIABAGED,age_of_diagnosis_diabetes
JTPAIN31_M18,joint_pain_last_12_months_17_rd_3_1
ARTHDX,arthritis_diagnosis_17
ARTHTYPE,type_of_arthritis_diagnosed_17
ARTHAGED,age_of_diagnosis_arthritis
ASTHDX,asthma_diagnosis
ASTHAGED,age_of_diagnosis_asthma
ASSTIL31,does_person_still_have_asthma_rd_3_1
ASATAK31,asthma_attack_last_12_mos_rd_3_1
ASTHEP31,when_was_last_episode_of_asthma_rd_3_1
ASACUT31,used_acute_pres_inhaler_last_3_mos_rd_3_1
ASMRCN31,used_3_acute_cn_pres_inh_last_3_mos_rd_3_1
ASPREV31,ever_used_prev_daily_asthma_meds_rd_3_1
ASDALY31,now_take_prev_daily_asthma_meds_rd_3_1
ASPKFL31,have_peak_flow_meter_at_home_rd_3_1
ASEVFL31,ever_used_peak_flow_meter_rd_3_1
ASWNFL31,when_last_used_peak_flow_meter_rd_3_1
ADHDADDX,adhd_add_diagnosis_5_17
ADHDAGED,age_of_diagnosis_adhd_add
COVIDEVER53,ever_had_covid_19_rd_5_3
LCEVER53,ever_had_covid_19_symptoms_lasting_3_months_long_covid_rd_5
COVSYMNOW53,has_covid_19_or_long_covid_19_symptoms_now_rd_5_3
COVREDABIL53,reduced_ability_from_covid_19_or_long_covid_19_symptoms_rd_5
COVID12MO53,had_covid_19_in_the_past_12_months_rd_5_3
COVMNTHX53,month_last_had_covid_19_rd_5_3
COVYRDX53,year_last_had_covid_19_rd_5_3
RTHLTH31,perceived_health_status_rd_3_1
RTHLTH42,perceived_health_status_rd_4_2
RTHLTH53,perceived_health_status_rd_5_3
MNHLTH31,perceived_mental_health_status_rd_3_1
MNHLTH42,perceived_mental_health_status_rd_4_2
MNHLTH53,perceived_mental_health_status_rd_5_3
IADLHP31,iadl_screener_rd_3_1
ADLHLP31,adl_screener_rd_3_1
AIDHLP31,used_assistive_devices_rd_3_1
WLKLIM31,limitation_in_physical_functioning_rd_3_1
LFTDIF31,difficulty_lifting_10_pounds_rd_3_1
STPDIF31,difficulty_walking_up_10_steps_rd_3_1
WLKDIF31,difficulty_walking_3_blocks_rd_3_1
MILDIF31,difficulty_walking_a_mile_rd_3_1
STNDIF31,difficulty_standing_20_minutes_rd_3_1
BENDIF31,difficulty_bending_stooping_rd_3_1
RCHDIF31,difficulty_reaching_overhead_rd_3_1
FNGRDF31,difficulty_using_fingers_to_grasp_rd_3_1
ACTLIM31,any_limitation_work_housewrk_schl_rd_3_1
WRKLIM31,work_limitation_rd_3_1
HSELIM31,housework_limitation_rd_3_1
SCHLIM31,school_limitation_rd_3_1
UNABLE31,completely_unable_to_do_activity_rd_3_1
SOCLIM31,social_limitations_rd_3_1
COGLIM31,cognitive_limitations_rd_3_1
DFHEAR42,serious_difficulty_hearing_rd_4_2
DFSEE42,serious_difficulty_see_w_glasses_rd_4_2
DFCOG42,serious_cognitive_difficulties_rd_4_2
DFWLKC42,serious_difculty_wlk_climb_stairs_rd_4_2
DFDRSB42,difficulty_dressing_bathing_rd_4_2
DFERND42,difficulty_doing_errands_alone_rd_4_2
ANYLMI22,any_limitation_in_p24r7_8_p26r3_4_p27r1_2
CHPMED42,cshcn_child_needs_prescrb_med_0_17_r4_2
CHPMHB42,cshcn_pmed_for_hlth_behv_cond_0_17_r4_2
CHPMCN42,cshcn_pmed_cond_last_12_mos_0_17_r4_2
CHSERV42,cshcn_chld_needs_med_oth_serv_0_17_r4_2
CHSRHB42,cshcn_serv_for_hlth_behv_cond_0_17_r4_2
CHSRCN42,cshcn_serv_cond_last_12_mos_0_17_r4_2
CHLIMI42,cshcn_limited_in_any_way_0_17_r4_2
CHLIHB42,cshcn_limt_for_hlth_behv_cond_0_17_r4_2
CHLICO42,cshcn_limit_cond_last_12_mos_0_17_r4_2
CHTHER42,cshcn_chld_needs_spec_therapy_0_17_r4_2
CHTHHB42,cshcn_spec_ther_for_hlth_cond_0_17_r4_2
CHTHCO42,cshcn_ther_cond_last_12_mos_0_17_r4_2
CHCOUN42,cshcn_child_needs_counseling_0_17_r4_2
CHEMPB42,cshcn_couns_prob_last_12_mos_0_17_r4_2
CSHCN42,cshcn_child_w_spec_hc_needs_0_17_r4_2
MESHGT42,doctor_ever_measured_height_0_17_r4_2
WHNHGT42,when_doctor_measured_height_0_17_r4_2
MESWGT42,doctor_ever_measured_weight_0_17_r4_2
WHNWGT42,when_doctor_measured_weight_0_17_r4_2
CHBMIX42,child_s_body_mass_index_6_17_r4_2
MESVIS42,doctor_checked_child_s_vision_3_6_r4_2
EATHLT42,dr_advise_eat_healthy_2_17_r4_2
WHNEAT42,when_dr_advise_eat_healthy_2_17_r4_2
PHYSCL42,dr_advise_exercise_2_17_r4_2
WHNPHY42,when_dr_advise_exercise_2_17_r4_2
SAFEST42,dr_advise_chld_safety_seat_wt_40_r4_2
WHNSAF42,when_dr_advise_safety_seat_wt_40_r4_2
BOOST42,dr_advise_booster_seat_40_wt_80_r4_2
WHNBST42,when_dr_advise_boost_seat_40_wt_80_r4_2
LAPBLT42,dr_advise_lap_shoulder_belt_80_wt_r4_2
WHNLAP42,whn_dr_advise_lap_shldr_blt_80_wt_r4_2
HELMET42,dr_advise_bike_helmet_2_17_r4_2
WHNHEL42,when_dr_advise_bike_helmet_2_17_r4_2
NOSMOK42,dr_advise_smkg_in_home_is_bad_0_17_r4_2
WHNSMK42,whn_dr_advis_smkg_in_home_bad_0_17_r4_2
TIMALN42,doctor_spend_any_time_alone_12_17_r4_2
LSTETH53,lost_all_uppr_and_lowr_teeth_17_rd_5_3
PHYEXE53,mod_vig_phys_exec_5x_wk_17_rd_5_3
OFTSMK53,how_oftn_smoke_cigarettes_17_rd_5_3
COVAXEVR31,ever_had_covid_19_vaccine_rd_3_1
COVAXEVR42,ever_had_covid_19_vaccine_rd_4_2
COVAXEVR53,ever_had_covid_19_vaccine_rd_5_3
BOOSTERSHOT31,ever_had_covid_19_booster_shot_rd_3_1
BOOSTERSHOT42,ever_had_covid_19_booster_shot_rd_4_2
COVAXNEW53,had_covid_19_vaccine_since_prior_round_rd_5_3
SAQELIG,eligibility_status_for_saq
ADPROX42,saq_relationship_of_proxy_to_adult
ADSEX42,saq_survey_gender
ADAGE42,saq_survey_age
ADGENH42,saq_health_in_general_vr_12
ADDAYA42,saq_hlth_limits_mod_activities_vr_12
ADCLIM42,saq_hlth_limits_climbing_stairs_vr_12
ADACLS42,saq_4wks_accmp_less_b_c_phy_prbs_vr_12
ADWKLM42,saq_4wks_work_limt_b_c_phy_probs_vr_12
ADEMLS42,saq_4wks_accmp_less_b_c_mnt_prbs_vr_12
ADMWCF42,saq_4wks_work_limt_b_c_mnt_probs_vr_12
ADPAIN42,saq_4wks_pain_limits_normal_work_vr_12
ADPCFL42,saq_4wks_felt_calm_peaceful_vr_12
ADENGY42,saq_4wks_had_a_lot_of_energy_vr_12
ADPRST42,saq_4wks_felt_downhearted_depr_vr_12
ADSOCA42,saq_4wks_hlth_stopped_soc_activ_vr_12
ADCOMPAN42,saq_feel_lack_companionship
ADLEFTOUT42,saq_feel_left_out
ADISOL42,saq_feel_isolated
ADNERV42,saq_30_days_how_often_felt_nervous
ADHOPE42,saq_30_days_how_often_felt_hopeless
ADREST42,saq_30_days_how_often_felt_restless
ADSAD42,saq_30_days_how_often_felt_sad
ADEFRT42,saq_30_days_how_oftn_everythng_an_effort
ADWRTH42,saq_30_days_how_often_felt_worthless
K6SUM42,saq_30_days_overall_rating_of_feelings
ADINTR42,saq_2_wks_little_interest_in_things
ADDPRS42,saq_2_wks_felt_down_depressed_hopeless
PHQ242,saq_2_wks_overall_rating_of_feelings
ADSLEEP42,saq_how_often_trouble_with_sleep
ADDAYEXER42,saq_30_days_avg_days_per_wk_mod_exrcs
ADMINSEXER42,saq_30_days_min_per_day_mod_exrcs
ADASKALC42,saq_12_mths_alcohol_consumption
ADNUMDRK42,saq_12_mths_number_drinks_typical_day
ADRNK542_M20,saq_12_mths_usually_have_5_drinks_per_drinking_day
ADRNK442_M20,saq_12_mths_usually_have_4_drinks_per_drinking_day
ADOFTALC42,saq_12_mths_asked_how_much_or_often_alcohol
ADSTAL42,saq_12_mths_advised_to_stop_alcohol
ADMNTRT42,saq_12_mths_get_counsel_trtment_medicine
ADUNABTRT42,saq_12_mths_not_get_needed_counsel_trtment
ADPROBTRT42,saq_12_mths_problem_needed_counsel_trtment
ADTRTEXP42,saq_worry_family_finance_stability_m_health
ADLATERENT42,saq_12_mos_pay_rent_mortg_late
ADLATEUTIL42,saq_12_mos_pay_utility_late
ADMISSCCLN42,saq_12_mos_miss_card_or_loan_pymt
ADDEBT42,saq_12_mos_contact_collection
ADUNEXPEXP42,saq_cover_unexpected_expense
ADBRTC42,saq_12_mths_birth_control_counseling_or_info
ADMDVT42,saq_last_time_dr_visit
ADFLST42,saq_12_mths_flu_vaccination
ADWGHD42,saq_12_mths_weighed_by_professional
ADWTAD42,saq_12_mths_weight_management_advice
ADTBAC42,saq_12_mths_did_dr_ask_about_tobacco
ADOFTB42,saq_12_mths_how_often_use_tobacco
ADQTTB42,saq_12_mths_did_dr_advise_quit_tobacco
ADQTMD42,saq_12_mths_dr_advs_meds_to_quit_tobac
ADQTHP42,saq_12_mths_dr_advs_oth_way_quit_tobac
ADMOOD42,saq_12_mths_dr_ask_anxious_deprssed
ADBPCK42,saq_24_mths_dr_check_blood_pressure
ADCHLC42,saq_5_yrs_dr_check_cholesterol
ADPNEU42,saq_ever_had_pneumonia_shot
ADSHNG42,saq_ever_had_shingles_vaccine
ADNOAP42,saq_can_t_take_asprin_for_med_reason
ADDSCU42,saq_discuss_aspirin_preventive_use
ADCOLN42,saq_had_colon_cancer_colon_removed
ADCLNS42,saq_10_yrs_had_colonoscopy
ADSGMD42,saq_5_yrs_had_sigmoidoscopy
ADBLDS42,saq_12_mths_at_home_blood_stool_test
ADPROS42,saq_had_prostate_cancer
ADPSAG42,saq_age_last_psa_test
ADUTRM42,saq_had_hystrctmy_crvcl_cancer
ADPAP42,saq_5_yrs_had_pap_smear_test
ADPAPG42,saq_age_at_last_pap_smear_test
ADOSTP42,saq_dx_with_osteoporosis
ADBNDN42,saq_bone_density_scan
ADBRST42,saq_have_brst_cancer_brst_removed
ADMMGR42,saq_2_yrs_had_mammogram
VPCS42,saq_phy_component_summry_vr_12_imputed
VMCS42,saq_mnt_component_summry_vr_12_imputed
VRFLAG42,saq_vpcs42_vmcs42_imputation_flag_vr_12
ADCMPM42,saq_date_completed_month
ADCMPY42,saq_date_completed_year
ADLANG42,saq_language_of_saq_interview
ADBMI42,adult_body_mass_index_17_rd_4_2
DCSELIG,eligibility_status_for_dcs
DSDIA53,dcs_diabetes_diagnosis_by_health_prof
DSA1C53,dcs_times_tested_for_a_one_c_in_2022
DSFT2353,dcs_had_feet_checked_during_2023
DSFT2253,dcs_had_feet_checked_during_2022
DSFT2153,dcs_had_feet_checked_during_2021
DSFB2153,dcs_had_feet_checked_before_2021
DSFTNV53,dcs_never_had_feet_checked
DSEY2353,dcs_dilated_eye_exam_in_2023
DSEY2253,dcs_dilated_eye_exam_in_2022
DSEY2153,dcs_dilated_eye_exam_in_2021
DSEB2153,dcs_dilated_eye_exam_before_2021
DSEYNV53,dcs_never_had_dilated_eye_exam
DSCH2353,dcs_blood_cholesterol_checked_in_2023
DSCH2253,dcs_blood_cholesterol_checked_in_2022
DSCH2153,dcs_blood_cholesterol_checked_in_2021
DSCB2153,dcs_blood_cholesterol_checked_bef_2021
DSCHNV53,dcs_never_had_blood_cholesterol_checked
DSFL2353,dcs_got_flu_vaccination_in_2023
DSFL2253,dcs_got_flu_vaccination_in_2022
DSFL2153,dcs_got_flu_vaccination_in_2021
DSVB2153,dcs_got_flu_vaccination_before_2021
DSFLNV53,dcs_never_got_flu_vaccination
DSKIDN53,dcs_has_diabetes_caused_kidney_problems
DSEYPR53,dcs_has_diabetes_caused_eye_probs
DSDIET53,dcs_treat_diabetes_w_diet_modification
DSMED53,dcs_treat_diabetes_w_meds_by_mouth
DSINSU53,dcs_treat_diabetes_w_insulin_injections
DSCPCP53,dcs_learned_care_from_primary_care_prov
DSCNPC53,dcs_learned_care_from_other_provider
DSCPHN53,dcs_learn_care_from_phone_call_w_prov
DSCINT53,dcs_learned_care_from_reading_internet
DSCGRP53,dcs_learned_care_by_taking_group_class
DSCONF53,dcs_confident_taking_care_of_diabetes
DSPRX53,dcs_was_respondent_a_proxy
DDNWRK22,days_missed_work_due_to_ill_inj_2022
OTHDYS22,miss_any_work_day_to_care_for_oth_2022
OTHNDD22,day_missed_work_to_care_for_oth_2022
ACCELI42,pers_eligible_for_access_supplement_r4_2
HAVEUS42,does_person_have_usc_provider_r4_2
PRACTP42,provider_own_group_practice_r4_2
YNOUSC42_M18,main_reas_pers_doesnt_have_usc_r4_2
PROVTY42_M18,provider_type_r4_2
PLCTYP42,usc_type_of_place_r4_2
TMTKUS42,how_long_it_takes_get_to_usc_r4_2
TYPEPE42,usc_type_of_provider_r4_2
LOCATN42,usc_location_r4_2
HSPLAP42,is_provider_hispanic_or_latino_r4_2
WHITPR42,is_provider_white_r4_2
BLCKPR42,is_provider_black_african_amer_r4_2
ASIANP42,is_provider_asian_r4_2
NATAMP42,is_provider_native_american_r4_2
PACISP42,is_provider_oth_pacific_islndr_r4_2
OTHRCP42,is_provider_some_other_race_r4_2
GENDRP42,is_provider_male_or_female_r4_2
PHNREG42,how_diff_contact_usc_by_phone_r4_2
OFFHOU42,usc_has_offce_hrs_nghts_wkends_r4_2
AFTHOU42,how_diff_contact_usc_aft_hours_r4_2
TREATM42,prov_ask_about_oth_treatments_r4_2
DECIDE42,prov_asks_pers_to_help_decide_r4_2
EXPLOP42,prov_explns_options_to_pers_r4_2
PRVSPK42,prov_speaks_person_s_language_r4_2
DLAYCA42,delay_med_care_for_cost_r4_2
AFRDCA42,could_not_afford_med_care_r4_2
DLAYDN42,delay_getting_dental_for_cost_r4_2
AFRDDN42,could_not_afford_dental_care_r4_2
DLAYPM42,delay_getting_pmed_for_cost_r4_2
AFRDPM42,could_not_afford_pmed_care_r4_2
EMPST31,employment_status_rd_3_1
EMPST42,employment_status_rd_4_2
EMPST53,employment_status_rd_5_3
RNDFLG31,data_collection_round_for_rd_3_1_cmj
MORJOB31,has_more_than_one_job_rd_3_1_int_date
MORJOB42,has_more_than_one_job_rd_4_2_int_date
MORJOB53,has_more_than_one_job_rd_5_3_int_date
EVRWRK,ever_wrkd_for_pay_in_life_as_of_12_31_22
HRWG31X,hourly_wage_rd_3_1_cmj_imp_hrwg31x
HRWG42X,hourly_wage_rd_4_2_cmj_imp_hrwg42x
HRWG53X,hourly_wage_rd_5_3_cmj_imp_hrwg53x
HRWGIM31,hrwg31x_imputation_flag
HRWGIM42,hrwg42x_imputation_flag
HRWGIM53,hrwg53x_imputation_flag
HRHOW31,how_hourly_wage_was_calculated_rd_3_1
HRHOW42,how_hourly_wage_was_calculated_rd_4_2
HRHOW53,how_hourly_wage_was_calculated_rd_5_3
DIFFWG31,persons_wages_different_this_rd_3_1_at_cmj
DIFFWG42,persons_wages_different_this_rd_4_2_at_cmj
DIFFWG53,persons_wages_different_this_rd_5_3_at_cmj
NHRWG31,updated_hrly_wage_rd_3_1_cmj_edited
NHRWG42,updated_hrly_wage_rd_4_2_cmj_edited
NHRWG53,updated_hrly_wage_rd_5_3_cmj_edited
HOUR31,hours_per_week_at_rd_3_1_cmj
HOUR42,hours_per_week_at_rd_4_2_cmj
HOUR53,hours_per_week_at_rd_5_3_cmj
TEMPJB31,is_cmj_a_temporary_job_rd_3_1
TEMPJB42,is_cmj_a_temporary_job_rd_4_2
TEMPJB53,is_cmj_a_temporary_job_rd_5_3
SSNLJB31,is_cmj_a_seasonal_job_rd_3_1
SSNLJB42,is_cmj_a_seasonal_job_rd_4_2
SSNLJB53,is_cmj_a_seasonal_job_rd_5_3
SELFCM31,self_employed_at_rd_3_1_cmj
SELFCM42,self_employed_at_rd_4_2_cmj
SELFCM53,self_employed_at_rd_5_3_cmj
DISVW31X,disavowed_health_ins_at_rd_3_1_cmj_ed
DISVW42X,disavowed_health_ins_at_rd_4_2_cmj_ed
DISVW53X,disavowed_health_ins_at_rd_5_3_cmj_ed
CHOIC31,choice_of_health_plans_at_rd_3_1_cmj
CHOIC42,choice_of_health_plans_at_rd_4_2_cmj
CHOIC53,choice_of_health_plans_at_rd_5_3_cmj
INDCAT31,industry_group_rd_3_1_cmj
INDCAT42,industry_group_rd_4_2_cmj
INDCAT53,industry_group_rd_5_3_cmj
NUMEMP31,number_of_employees_at_rd_3_1_cmj
NUMEMP42,number_of_employees_at_rd_4_2_cmj
NUMEMP53,number_of_employees_at_rd_5_3_cmj
MORE31,rd_3_1_cmj_firm_has_more_than_1_location
MORE42,rd_4_2_cmj_firm_has_more_than_1_location
MORE53,rd_5_3_cmj_firm_has_more_than_1_location
UNION31,union_status_at_rd_3_1_cmj
UNION42,union_status_at_rd_4_2_cmj
UNION53,union_status_at_rd_5_3_cmj
NWK31,reason_not_working_during_rd_3_1
NWK42,reason_not_working_during_rd_4_2
NWK53,reason_not_working_during_rd_5_3
CHGJ3142,changed_job_between_rd_3_1_and_rd_4_2
CHGJ4253,changed_job_between_rd_4_2_and_rd_5_3
YCHJ3142,why_chngd_job_between_rd_3_1_and_rd_4_2
YCHJ4253,why_chngd_job_between_rd_4_2_and_rd_5_3
STJBMM31,month_started_rd_3_1_cmj
STJBYY31,year_started_rd_3_1_cmj
STJBMM42,month_started_rd_4_2_cmj
STJBYY42,year_started_rd_4_2_cmj
STJBMM53,month_started_rd_5_3_cmj
STJBYY53,year_started_rd_5_3_cmj
EVRETIRE,person_has_ever_retired
OCCCAT31,occupation_group_rd_3_1_cmj
OCCCAT42,occupation_group_rd_4_2_cmj
OCCCAT53,occupation_group_rd_5_3_cmj
PAYVAC31,paid_vacation_at_rd_3_1_cmj
PAYVAC42,paid_vacation_at_rd_4_2_cmj
PAYVAC53,paid_vacation_at_rd_5_3_cmj
SICPAY31,paid_sick_leave_at_rd_3_1_cmj
SICPAY42,paid_sick_leave_at_rd_4_2_cmj
SICPAY53,paid_sick_leave_at_rd_5_3_cmj
PAYDR31,paid_leave_to_visit_dr_rd_3_1_cmj
PAYDR42,paid_leave_to_visit_dr_rd_4_2_cmj
PAYDR53,paid_leave_to_visit_dr_rd_5_3_cmj
RETPLN31,pension_plan_at_rd_3_1_cmj
RETPLN42,pension_plan_at_rd_4_2_cmj
RETPLN53,pension_plan_at_rd_5_3_cmj
BSNTY31,sole_prop_partner_corp_rd_3_1_cmj
BSNTY42,sole_prop_partner_corp_rd_4_2_cmj
BSNTY53,sole_prop_partner_corp_rd_5_3_cmj
JOBORG31,priv_profit_nonprofit_gov_rd_3_1_cmj
JOBORG42,priv_profit_nonprofit_gov_rd_4_2_cmj
JOBORG53,priv_profit_nonprofit_gov_rd_5_3_cmj
HELD31X,health_insur_held_from_rd_3_1_cmj_ed
HELD42X,health_insur_held_from_rd_4_2_cmj_ed
HELD53X,health_insur_held_from_rd_5_3_cmj_ed
OFFER31X,health_insur_offered_by_rd_3_1_cmj_ed
OFFER42X,health_insur_offered_by_rd_4_2_cmj_ed
OFFER53X,health_insur_offered_by_rd_5_3_cmj_ed
OFREMP31,employer_offers_health_ins_rd_3_1_cmj
OFREMP42,employer_offers_health_ins_rd_4_2_cmj
OFREMP53,employer_offers_health_ins_rd_5_3_cmj
EMPST31H,employment_status_rd_3_1_imp
EMPST42H,employment_status_rd_4_2_imp
EMPST53H,employment_status_rd_5_3_imp
SLFCM31H,self_employed_at_rd_3_1_cmj_imp
SLFCM42H,self_employed_at_rd_4_2_cmj_imp
SLFCM53H,self_employed_at_rd_5_3_cmj_imp
NMEMP31H,number_of_employees_at_rd_3_1_cmj_imp
NMEMP42H,number_of_employees_at_rd_4_2_cmj_imp
NMEMP53H,number_of_employees_at_rd_5_3_cmj_imp
MORE31H,rd_3_1_cmj_firm_more_than_1_location_imp
MORE42H,rd_4_2_cmj_firm_more_than_1_location_imp
MORE53H,rd_5_3_cmj_firm_more_than_1_location_imp
INDCT31H,industry_group_rd_3_1_cmj_imp
INDCT42H,industry_group_rd_4_2_cmj_imp
