old_name,new_name
PRIDK53,cov_by_priv_ins_dk_plan_12_31_r3_int
PRIDK22,cov_by_priv_ins_dk_plan_12_31_22
PRIEU31,cov_by_empl_union_grp_ins_r3_1_int_dt
PRIEU42,cov_by_empl_union_grp_ins_r4_2_int_dt
PRIEU53,cov_by_empl_union_grp_ins_12_31_r3_int
PRIEU22,cov_by_empl_union_grp_ins_12_31_22
PRING31,cov_by_non_group_ins_r3_1_int_dt
PRING42,cov_by_non_group_ins_r4_2_int_dt
PRING53,cov_by_non_group_ins_12_31_r3_int_dt
PRING22,cov_by_non_group_ins_12_31_22
PRIOG31,cov_by_other_group_ins_r3_1_int_dt
PRIOG42,cov_by_other_group_ins_r4_2_int_dt
PRIOG53,cov_by_other_group_ins_12_31_r3_int_dt
PRIOG22,cov_by_other_group_ins_12_31_22
PRINEO31,cov_by_non_esi_pholdr_out_ru_r3_1_int_dt
PRINEO42,cov_by_non_esi_pholdr_out_ru_r4_2_int_dt
PRINEO53,cov_by_non_esi_pholdr_out_ru_12_31_r3_int_dt
PRINEO22,cov_by_non_esi_pholdr_out_ru_12_31_22
PRIEUO31,cov_by_esi_pholdr_outside_ru_r3_1_int
PRIEUO42,cov_by_esi_pholdr_outside_ru_r4_2_int
PRIEUO53,cv_by_esi_phldr_outside_ru_12_31_r3_int
PRIEUO22,cov_by_esi_pholdr_outside_ru_12_31_22
PRSTX31,cov_by_priv_exchange_ins_r3_1_int_dt
PRSTX42,cov_by_priv_exchange_ins_r4_2_int_dt
PRSTX53,priv_exchange_ins_on_12_31_r5_r3_int_dt
PRSTX22,priv_exchange_insurance_on_12_31_22
PRIV31,cov_by_priv_hlth_ins_r3_1_int_date
PRIV42,cov_by_priv_hlth_ins_r4_2_int_date
PRIV53,cov_by_priv_hlth_ins_12_31_r3_int_date
PRIV22,cov_by_priv_hlth_ins_12_31_22
PRIVAT31,cov_by_private_ins_any_time_in_r3_1
PRIVAT42,cov_by_private_ins_any_time_in_r4_2
PRIVAT53,cov_by_private_ins_any_time_in_r5_3
PRIVAT22,cov_by_private_ins_r5_3_until_12_31_22
PUB31X,cov_by_public_ins_r3_1_int_dt_ed
PUB42X,cov_by_public_ins_r4_2_int_dt_ed
PUB53X,cov_by_public_ins_12_31_r3_int_dt_ed
PUB22X,cov_by_public_ins_12_31_22_ed
PUBAT31X,cov_by_public_any_time_in_r3_1
PUBAT42X,cov_by_public_any_time_in_r4_2
PUBAT53X,cov_by_public_any_time_in_r5_3
PUBAT22X,cov_by_public_r5_3_until_12_31_22
VERFLG31,pid_gained_covg_thru_verification_r3_1
VERFLG42,pid_gained_covg_thru_verification_r4_2
VERFLG22,pid_gained_covg_thru_verification_in_r5_r3_until_12_31_22
INS31X,insured_r3_1_int_date_ed
INS42X,insured_r4_2_int_date_ed
INS53X,insured_12_31_r3_int_date_ed
INS22X,insured_12_31_22_ed
INSAT31X,insured_any_time_in_r3_1
INSAT42X,insured_any_time_in_r4_2
INSAT53X,insured_any_time_in_r5_3
INSAT22X,insured_any_time_in_r5_r3_until_12_31_22
DENTIN31,dental_insurance_any_time_in_rd_3_1
DENTIN42,dental_insurance_any_time_in_rd_4_2
DENTIN53_M23,dental_insurance_any_time_in_rd_5_3
DNTINS31,dental_ins_any_time_in_rd_3_1_in_2022
DNTINS22_M23,dentl_ins_any_time_in_r5_r3_til_12_31_22
PMEDIN31,pmed_ins_any_time_in_rd_3_1
PMEDIN42,pmedins_any_time_in_rd_4_2
PMEDIN53,pmedins_any_time_in_rd_5_3
PMDINS31,pmed_ins_rd_3_1_in_2022
PMDINS22,pmed_ins_r5_r3_until_12_31_22
PROBPY42,family_having_prob_paying_medical_bills
CRFMPY42,family_med_bills_being_paid_over_time
PYUNBL42,unable_to_pay_family_medical_bills
PMEDUP31,has_usual_3rd_party_payer_for_pmeds_r3_1
PMEDUP42,has_usual_3rd_party_payer_for_pmeds_r4_2
PMEDUP53,has_usual_3rd_party_payer_for_pmeds_r5_3
PMEDPY31,usual_3rd_party_payer_for_pmeds_r3_1
PMEDPY42,usual_3rd_party_payer_for_pmeds_r4_2
PMEDPY53,usual_3rd_party_payer_for_pmeds_r5_3
TOTTCH22,total_health_care_charges_22_excl_rx
TOTEXP22,total_health_care_exp_22
TOTSLF22,total_amt_paid_by_self_family_22
TOTMCR22,total_amt_paid_by_medicare_22
TOTMCD22,total_amt_paid_by_medicaid_22
TOTPRV22,total_amt_paid_by_private_ins_22
TOTVA22,total_amt_paid_by_va_champva_22
TOTTRI22,total_amt_paid_by_tricare_22
TOTOFD22,total_amt_paid_by_other_federal_22
TOTSTL22,total_amt_paid_by_oth_st_local_22
TOTWCP22,total_amt_paid_by_workers_comp_22
TOTOSR22,total_amt_paid_by_other_sources_22
TOTPTR22,total_amt_paid_by_prv_tri_22
TOTOTH22,total_amt_paid_by_oth_combined_22
OBTOTV22,office_based_provider_visits_2022
OBVTCH22,office_based_provider_visit_charges_22
OBVEXP22,total_office_based_exp_22
OBVSLF22,all_office_visits_self_family_amt_22
OBVMCR22,all_office_visits_medicare_amt_22
OBVMCD22,all_office_visits_medicaid_amt_22
OBVPRV22,all_office_visits_private_ins_amt_22
OBVVA22,all_office_visits_va_champva_amt_22
OBVTRI22,all_office_visits_tricare_amt_22
OBVOFD22,all_office_visits_other_federal_amt_22
OBVSTL22,all_office_visits_oth_st_local_amt_22
OBVWCP22,all_office_visits_workers_comp_amt_22
OBVOSR22,all_off_vsts_oth_unclass_srce_amt_22
OBVPTR22,all_office_visits_prv_tri_amt_22
OBVOTH22,all_office_visits_oth_combined_amt_22
OBDRV22,office_based_physician_visits_2022
OBDTCH22,office_based_physician_visit_charges_22
OBDEXP22,total_off_based_dr_exp_22
OBDSLF22,dr_office_visits_self_family_amt_22
OBDMCR22,dr_office_visits_medicare_amt_22
OBDMCD22,dr_office_visits_medicaid_amt_22
OBDPRV22,dr_office_visits_private_ins_amt_22
OBDVA22,dr_office_visits_va_champva_amt_22
OBDTRI22,dr_office_visits_tricare_amt_22
OBDOFD22,dr_office_visits_other_federal_amt_22
OBDSTL22,dr_office_visits_oth_st_local_amt_22
OBDWCP22,dr_office_visits_workers_comp_amt_22
OBDOSR22,dr_off_vsts_oth_unclass_srce_amt_22
OBDPTR22,dr_office_visits_prv_tri_amt_22
OBDOTH22,dr_office_visits_oth_combined_amt_22
OPTOTV22,outpatient_dept_provider_visits_2022
OPTTCH22,opd_facility_dr_visit_charges_22
OPTEXP22,total_outpatient_fac_dr_exp_22
OPTSLF22,all_opd_vsts_self_family_amt_fac_dr_22
OPTMCR22,all_opd_vsts_medicare_amt_fac_dr_22
OPTMCD22,all_opd_vsts_medicaid_amt_fac_dr_22
OPTPRV22,all_opd_vsts_priv_ins_amt_fac_dr_22
OPTVA22,all_opd_vsts_va_champva_amt_fac_dr_22
OPTTRI22,all_opd_vsts_tricare_amt_fac_dr_22
OPTOFD22,all_opd_vsts_other_fed_amt_fac_dr_22
OPTSTL22,all_opd_vsts_oth_st_local_amt_fac_dr_22
OPTWCP22,all_opd_vsts_workers_comp_amt_fac_dr_22
OPTOSR22,all_opd_vsts_oth_uncls_src_amt_fac_dr_22
OPTPTR22,all_opd_visits_prv_tri_amt_fac_dr_22
OPTOTH22,all_opd_visits_oth_combined_amt_fac_dr_22
OPFTCH22,opd_provider_visit_charges_fac_22
OPFEXP22,total_outpatient_facility_exp_22
OPFSLF22,all_opd_visits_self_family_amt_fac_22
OPFMCR22,all_opd_visits_medicare_amt_fac_22
OPFMCD22,all_opd_visits_medicaid_amt_fac_22
OPFPRV22,all_opd_visits_priv_ins_amt_fac_22
OPFVA22,all_opd_visits_va_champva_amt_fac_22
OPFTRI22,all_opd_visits_tricare_amt_fac_22
OPFOFD22,all_opd_visits_other_fed_amt_fac_22
OPFSTL22,all_opd_visits_oth_st_local_amt_fac_22
OPFWCP22,all_opd_visits_workers_comp_amt_fac_22
OPFOSR22,all_opd_vsts_oth_unclass_srce_amt_fac_22
OPFPTR22,all_opd_visits_prv_tri_amt_fac_22
OPFOTH22,all_opd_visits_oth_combined_amt_fac_22
OPDEXP22,total_outpatient_provider_exp_22
OPDTCH22,opd_provider_visit_charges_dr_22
OPDSLF22,all_opd_visits_self_family_amt_dr_22
OPDMCR22,all_opd_visits_medicare_amt_dr_22
OPDMCD22,all_opd_visits_medicaid_amt_dr_22
OPDPRV22,all_opd_visits_priv_ins_amt_dr_22
OPDVA22,all_opd_visits_va_champva_amt_dr_22
OPDTRI22,all_opd_visits_tricare_amt_dr_22
OPDOFD22,all_opd_visits_other_fed_amt_dr_22
OPDSTL22,all_opd_visits_oth_st_local_amt_dr_22
OPDWCP22,all_opd_visits_workers_comp_amt_dr_22
OPDOSR22,all_opd_vsts_oth_unclass_srce_amt_dr_22
OPDPTR22,all_opd_visits_prv_tri_amt_dr_22
OPDOTH22,all_opd_visits_oth_combined_amt_dr_22
OPDRV22,outpatient_dept_physician_visits_2022
OPVTCH22,opd_physician_visit_charges_fac_22
OPVEXP22,total_outpatient_physician_fac_exp_22
OPVSLF22,opd_dr_visits_self_family_amt_fac_22
OPVMCR22,opd_dr_visits_medicare_amt_fac_22
OPVMCD22,opd_dr_visits_medicaid_amt_fac_22
OPVPRV22,opd_dr_visits_priv_ins_amt_fac_22
OPVVA22,opd_dr_visits_va_champva_amt_fac_22
OPVTRI22,opd_dr_visits_tricare_amt_fac_22
OPVOFD22,opd_dr_visits_other_fed_amt_fac_22
OPVSTL22,opd_dr_visits_oth_st_local_amt_fac_22
OPVWCP22,opd_dr_visits_workers_comp_amt_fac_22
OPVOSR22,opd_dr_vsts_oth_unclass_srce_amt_fac_22
OPVPTR22,opd_dr_visits_prv_tri_amt_fac_22
OPVOTH22,opd_dr_visits_oth_combined_amt_fac_22
OPSEXP22,total_outpatient_physician_dr_exp_22
OPSTCH22,opd_physician_visit_charges_dr_22
OPSSLF22,opd_dr_visits_self_family_amt_dr_22
OPSMCR22,opd_dr_visits_medicare_amt_dr_22
OPSMCD22,opd_dr_visits_medicaid_amt_dr_22
OPSPRV22,opd_dr_visits_priv_ins_amt_dr_22
OPSVA22,opd_dr_visits_va_champva_amt_dr_22
OPSTRI22,opd_dr_visits_tricare_amt_dr_22
OPSOFD22,opd_dr_visits_other_fed_amt_dr_22
OPSSTL22,opd_dr_visits_oth_st_local_amt_dr_22
OPSWCP22,opd_dr_visits_workers_comp_amt_dr_22
OPSOSR22,opd_dr_vsts_oth_unclass_srce_amt_dr_22
OPSPTR22,opd_dr_visits_prv_tri_amt_dr_22
OPSOTH22,opd_dr_visits_oth_combined_amt_dr_22
ERTOT22,emergency_room_visits_2022
ERTTCH22,er_facility_dr_visit_charges_22
ERTEXP22,total_er_facility_dr_exp_22
ERTSLF22,er_self_family_amt_fac_dr_22
ERTMCR22,er_medicare_amt_fac_dr_22
ERTMCD22,er_medicaid_amt_fac_dr_22
ERTPRV22,er_priv_ins_amt_fac_dr_22
ERTVA22,er_va_champva_amt_fac_dr_22
ERTTRI22,er_tricare_amt_fac_dr_22
ERTOFD22,er_other_fed_amt_fac_dr_22
ERTSTL22,er_oth_st_local_amt_fac_dr_22
ERTWCP22,er_workers_comp_amt_fac_dr_22
ERTOSR22,er_oth_unclass_srce_amt_fac_dr_22
ERTPTR22,er_prv_tri_amt_fac_dr_22
ERTOTH22,er_oth_combined_amt_fac_dr_22
ERFTCH22,er_facility_visit_charges_22
ERFEXP22,total_er_facility_exp_22
ERFSLF22,er_self_family_amt_fac_22
ERFMCR22,er_medicare_amt_fac_22
ERFMCD22,er_medicaid_amt_fac_22
ERFPRV22,er_private_ins_amt_fac_22
ERFVA22,er_va_champva_amt_fac_22
ERFTRI22,er_tricare_amt_fac_22
ERFOFD22,er_other_federal_amt_fac_22
ERFSTL22,er_oth_st_local_amt_fac_22
ERFWCP22,er_workers_comp_amt_fac_22
ERFOSR22,er_oth_unclass_srce_amt_fac_22
ERFPTR22,er_prv_tri_amt_fac_22
ERFOTH22,er_oth_combined_amt_fac_22
ERDEXP22,total_emergency_room_dr_exp_22
ERDTCH22,er_doctor_visit_charges_22
ERDSLF22,er_self_family_amt_dr_22
ERDMCR22,er_medicare_amt_dr_22
ERDMCD22,er_medicaid_amt_dr_22
ERDPRV22,er_private_ins_amt_dr_22
ERDVA22,er_va_champva_amt_dr_22
ERDTRI22,er_tricare_amt_dr_22
ERDOFD22,er_other_fed_amt_dr_22
ERDSTL22,er_oth_st_local_amt_dr_22
ERDWCP22,er_workers_comp_amt_dr_22
ERDOSR22,er_oth_unclass_srce_amt_dr_22
ERDPTR22,er_prv_tri_amt_dr_22
ERDOTH22,er_oth_combined_amt_dr_22
IPDIS22,hospital_discharges_2022
IPTEXP22,tot_hosp_ip_facility_dr_exp_22
IPTTCH22,ip_hosp_stay_charges_fac_dr_22
IPTSLF22,ip_hosp_staz_self_family_amt_fac_dr_22
IPTMCR22,ip_hosp_staz_medicare_amt_fac_dr_22
IPTMCD22,ip_hosp_staz_medicaid_amt_fac_dr_22
IPTPRV22,ip_hosp_staz_priv_ins_amt_fac_dr_22
IPTVA22,ip_hosp_staz_va_champva_amt_fac_dr_22
IPTTRI22,ip_hosp_staz_tricare_amt_fac_dr_22
IPTOFD22,ip_hosp_staz_other_fed_amt_fac_dr_22
IPTSTL22,ip_hsp_staz_oth_st_local_amt_fac_dr_22
IPTWCP22,ip_hosp_staz_wrkrs_comp_amt_fac_dr_22
IPTOSR22,ip_hosp_staz_oth_uncls_src_amt_fac_dr_22
IPTPTR22,ip_hosp_staz_prv_tri_amt_fac_dr_22
IPTOTH22,ip_hosp_staz_oth_combined_amt_fac_dr_22
IPFEXP22,tot_hosp_ip_facility_exp_22
IPFTCH22,ip_hosp_stay_charges_fac_22
IPFSLF22,ip_hosp_staz_self_family_amt_fac_22
IPFMCR22,ip_hosp_staz_medicare_amt_fac_22
IPFMCD22,ip_hosp_staz_medicaid_amt_fac_22
IPFPRV22,ip_hosp_staz_priv_ins_amt_fac_22
IPFVA22,ip_hosp_staz_va_champva_amt_fac_22
IPFTRI22,ip_hosp_staz_tricare_amt_fac_22
IPFOFD22,ip_hosp_staz_other_fed_amt_fac_22
IPFSTL22,ip_hosp_staz_oth_st_local_amt_fac_22
IPFWCP22,ip_hosp_staz_workers_comp_amt_fac_22
IPFOSR22,ip_hosp_staz_ot_unclass_srce_amt_fac_22
IPFPTR22,ip_hosp_staz_prv_tri_amt_fac_22
IPFOTH22,ip_hosp_staz_oth_combined_amt_fac_22
IPDEXP22,totl_hosp_staz_dr_exp_22
IPDTCH22,ip_hosp_stay_charges_dr_22
IPDSLF22,ip_hosp_staz_self_family_amt_dr_22
IPDMCR22,ip_hosp_staz_medicare_amt_dr_22
IPDMCD22,ip_hosp_staz_medicaid_amt_dr_22
IPDPRV22,ip_hosp_staz_priv_ins_amt_dr_22
IPDVA22,ip_hosp_staz_va_champva_amt_dr_22
IPDTRI22,ip_hosp_staz_tricare_amt_dr_22
IPDOFD22,ip_hosp_staz_other_fed_amt_dr_22
IPDSTL22,ip_hosp_staz_oth_st_local_amt_dr_22
IPDWCP22,ip_hosp_staz_workers_comp_amt_dr_22
IPDOSR22,ip_hosp_staz_ot_unclass_sorce_amt_dr_22
IPDPTR22,ip_hosp_staz_prv_tri_amt_dr_22
IPDOTH22,ip_hosp_staz_oth_combined_amt_dr_22
IPNGTD22,nights_in_hosp_for_discharges_2022
DVTOT22,dental_care_visits_2022
DVTTCH22,total_dental_care_visit_charges_22
DVTEXP22,total_dental_care_exp_22
DVTSLF22,all_dental_care_self_family_amt_22
DVTMCR22,all_dental_care_medicare_amt_22
DVTMCD22,all_dental_care_medicaid_amt_22
DVTPRV22,all_dental_care_private_ins_amt_22
DVTVA22,all_dental_care_va_champva_amt_22
DVTTRI22,all_dental_care_tricare_amt_22
DVTOFD22,all_dental_care_other_fedrl_amt_22
DVTSTL22,all_dental_care_oth_st_local_amt_22
DVTWCP22,all_dental_care_workers_comp_amt_22
DVTOSR22,all_dent_care_ot_unclass_srce_amt_22
DVTPTR22,all_dental_care_prv_tri_amt_22
DVTOTH22,all_dental_care_oth_combined_amt_22
HHTOTD22,home_health_provider_days_2022
HHAGD22,agency_home_health_provider_days_2022
HHATCH22,home_health_agency_visit_charges_22
HHAEXP22,total_home_health_agency_exp_22
HHASLF22,home_hlth_agency_self_family_amt_22
HHAMCR22,home_hlth_agency_medicare_amt_22
HHAMCD22,home_hlth_agency_medicaid_amt_22
HHAPRV22,home_hlth_agency_private_ins_amt_22
HHAVA22,home_hlth_agency_va_champva_amt_22
HHATRI22,home_hlth_agency_tricare_amt_22
HHAOFD22,home_hlth_agency_other_fed_amt_22
HHASTL22,home_hlth_agency_othr_st_local_amt_22
HHAWCP22,home_hlth_agency_workers_comp_amt_22
HHAOSR22,h_hlth_agency_ot_unclass_srce_amt_22
HHAPTR22,home_hlth_agency_prv_tri_amt_22
HHAOTH22,home_hlth_agency_oth_combined_amt_22
HHINDD22,non_agency_home_health_providr_days_2022
HHNTCH22,home_health_non_agency_visit_charges_22
HHNEXP22,total_home_health_non_agncy_exp_22
HHNSLF22,home_hlth_non_agncy_self_fam_amt_22
HHNMCD22,home_hlth_non_agncy_medicaid_amt_22
HHNMCR22,home_hlth_non_agncy_medicare_amt_22
HHNPRV22,home_hlth_non_agncy_priv_ins_amt_22
HHNVA22,home_hlth_non_agncy_va_champva_amt_22
HHNTRI22,home_hlth_non_agncy_tricare_amt_22
HHNOFD22,home_hlth_non_agncy_othr_fed_amt_22
HHNSTL22,home_hlth_non_agncy_othr_st_locl_amt_22
HHNWCP22,home_hlth_non_agncy_workers_comp_amt_22
HHNOSR22,h_hlth_non_agncy_ot_unclass_srce_amt_22
HHNPTR22,home_hlth_non_agncy_prv_tri_amt_22
HHNOTH22,home_hlth_non_agncy_oth_combined_amt_22
HHINFD22,informal_home_health_provider_days_2022
VISEXP22,total_glasses_contact_lens_exp_22
VISTCH22,glasses_contact_lenses_charges_22
VISSLF22,glasses_cntct_lenses_self_fam_amt_22
VISMCR22,glasses_cntct_lenses_medicare_amt_22
VISMCD22,glasses_cntct_lenses_medicaid_amt_22
VISPRV22,glasses_cntct_lenses_priv_ins_amt_22
VISVA22,glasses_cntct_lenses_va_champva_amt_22
VISTRI22,glasses_lenses_tricare_amt_22
VISOFD22,glasses_cntct_lenses_othr_fed_amt_22
VISSTL22,glasses_cntct_lenses_oth_st_locl_amt_22
VISWCP22,glasses_cntct_lenses_workers_comp_amt_22
VISOSR22,glases_cntct_lense_ot_unclas_srce_amt_22
VISPTR22,glasses_cntct_lenses_prv_tri_amt_22
VISOTH22,glasses_cntct_lenses_oth_combined_amt_22
OTHTCH22,other_equp_supplies_charges_22
OTHEXP22,tot_other_equip_sply_excl_diab_exp_22
OTHSLF22,other_equp_supplies_self_fam_amt_22
OTHMCR22,other_equp_supplies_medicare_amt_22
OTHMCD22,other_equp_supplies_medicaid_amt_22
OTHPRV22,other_equp_supplies_priv_ins_amt_22
OTHVA22,other_equp_supply_va_champva_amt_22
OTHTRI22,other_equp_supply_tricare_amt_22
OTHOFD22,other_equp_supplies_othr_fedrl_amt_22
OTHSTL22,other_equp_supply_othr_st_local_amt_22
OTHWCP22,other_equp_supply_workers_comp_amt_22
OTHOSR22,oth_equp_suply_ot_unclass_srce_amt_22
OTHPTR22,other_equp_supply_prv_tri_amt_22
OTHOTH22,other_equp_supply_oth_combined_amt_22
RXTOT22,presc_meds_incl_refills_22
RXEXP22,total_rx_exp_22
RXSLF22,total_rx_self_family_amt_22
RXMCR22,total_rx_medicare_amt_22
RXMCD22,total_rx_medicaid_amt_22
RXPRV22,total_rx_private_ins_amt_22
RXVA22,total_rx_va_champva_amt_22
RXTRI22,total_rx_tricare_amt_22
RXOFD22,total_rx_other_fed_amt_22
RXSTL22,total_rx_other_st_local_amt_22
RXWCP22,total_rx_workers_comp_amt_22
RXOSR22,tot_rx_oth_unclass_srce_amt_22
RXPTR22,total_rx_prv_tri_amt_22
RXOTH22,total_rx_oth_combined_amt_22
PERWT22F,final_person_weight_2022
FAMWT22F,final_family_weight_2022
FAMWT22C,pov_adj_family_wgt_cps_fam_on_12_31_22
SAQWT22F,final_saq_person_weight_2022
DIABW22F,final_diabetes_care_supplement_weight_2022
VARSTR,variance_estimation_stratum_2022
VARPSU,variance_estimation_psu_2022
